2-gram,3-gram,iteration
0.3005288238674552,0.6272784541236336,1
0.07488492027126092,0.2883499099219044,2
0.01955973736864614,0.23417067793248,3
0.009011416139723838,0.22899851919668082,4
0.007703263895252932,0.22837588143035945,5
0.007696287153286894,0.2285274360710095,6
