2-gram,3-gram,iteration
0.44304528462548876,0.8445059117737457,1
0.16647925926350196,0.4111807309223207,2
0.06144304244562561,0.2686414694606457,3
0.022671602937133432,0.23517405248742895,4
0.011368047600500978,0.22959059455272138,5
0.008331484260447214,0.2287690924653798,6
